46249	
	1980.068931	1979.43559	1980.709929	1979.812662	1979.113564
	1978.768185	1984.44834	1983.539909	1976.700135	1973.7881
	1972.284008	1975.257567	1975.980622	1981.915249	1982.483542
	1983.049076	1985.319757	1981.328218	1978.089358	1973.039105
	1977.396115	1985.668792	1974.527407	1981.012973	1982.76141
	1984.951699	1984.061941	1974.984796	1980.231977	1979.485282
	1978.88402	1978.475657	1984.178228	1983.24871	1977.119146
	1976.378561	1973.495095	1974.249817	1972.770071	1972.010795
	1971.532601	1975.687337	1981.601837	1982.147298	1985.043725
	1985.387709	1977.790042	1985.998943	1985.686001	1981.161063
	1982.417543	1984.503274	1983.502243	1975.470518	1974.662913
	1986.559053	1970.756841	1986.711695	1986.196851	1986.726127
	1980.684754	1986.475299	1979.888247	1979.153914	1978.650305
	1978.070334	1984.15731	1982.901684	1977.248007	1976.135505
	1976.625035	1973.977126	1973.275216	1972.298467	1971.429726
	1970.682956	1981.913164	1984.553052	1985.05932	1985.466559
	1985.925555	1981.181538	1982.231279	1983.288462	1975.143441
	1974.482695	1986.364446	1969.99516	1986.563056	1986.781322
	1980.330386	1986.07885	1986.70128	1967.658871	1964.512522
	1969.220069	1966.093336	1966.87969	1968.443943	1965.305927
	1971.339435	1979.681035	1978.41542	1978.917788	1977.725789
	1983.743564	1982.527343	1976.865287	1975.811054	1973.631867
	1972.814189	1971.924657	1970.608459	1969.884401	1981.776658
	1984.263552	1984.851699	1985.336197	1985.805387	1980.343344
	1981.260152	1983.025292	1975.023219	1974.232745	1986.225869
	1986.471113	1986.624442	1986.668425	1967.605108	1963.723963
	1964.475585	1969.128794	1966.020659	1966.789878	1968.367235
	1965.248266	1970.538405	1971.249291	1962.930605	1979.388458
	1977.764284	1978.670202	1977.131502	1983.317635	1981.762101
	1976.195114	1974.999659	1973.163372	1971.978856	1969.822771
	1969.776127	1985.221262	1984.846276	1984.098267	1985.679153
	1980.916924	1980.279751	1982.303719	1973.747736	1974.686707
	1986.249311	1986.441753	1986.571156	1967.550009	1963.650889
	1964.43762	1969.039002	1965.950014	1966.701542	1968.295301
	1965.1944	1970.474968	1971.168203	1962.136516	1962.874108
