46249	
	7.761939308e-217	7.8781489e-217	7.614844086e-217	6.396977402e-217	6.46421517e-217
	7.984531907e-217	6.610272622e-217	6.932911361e-217	8.301158523e-217	8.679942071e-217
	8.856098864e-217	8.506392202e-217	8.408773828e-217	7.357691338e-217	7.224275855e-217
	7.087138849e-217	6.188873537e-217	7.494043643e-217	8.084053905e-217	8.766424697e-217
	8.188963333e-217	5.989659983e-217	8.59450844e-217	6.146145164e-217	5.678418742e-217
	6.391797777e-217	6.7597854e-217	7.118580931e-217	4.843515794e-217	4.867987249e-217
	5.005079902e-217	6.561121189e-217	5.060540694e-217	5.52498615e-217	6.856621881e-217
	6.926133208e-217	7.246516283e-217	7.279246876e-217	7.331499041e-217	7.496514009e-217
	8.938614241e-217	7.026198822e-217	5.880081517e-217	5.753407562e-217	4.673815683e-217
	4.500173631e-217	6.753006731e-217	5.75782773e-217	4.315879687e-217	4.577640082e-217
	4.094502116e-217	3.723786919e-217	3.883772842e-217	5.613102792e-217	5.640999514e-217
	4.852276638e-217	9.03893125e-217	3.902353784e-217	5.48690703e-217	4.408139292e-217
	3.365382775e-217	5.16122783e-217	3.364866181e-217	2.482007667e-217	3.541108091e-217
	3.906319989e-217	2.174813765e-217	2.858290514e-217	3.919588586e-217	5.504063815e-217
	4.020998359e-217	5.701435917e-217	5.787994887e-217	5.473395526e-217	7.007623348e-217
	7.09786873e-217	4.179525411e-217	1.563899352e-217	1.900023847e-217	2.702040111e-217
	3.759754104e-217	1.937894804e-217	2.652290682e-217	1.523005084e-217	4.160071821e-217
	4.218898329e-217	3.12416206e-217	9.114162822e-217	2.403326424e-217	3.231825872e-217
	2.029451475e-217	2.261527698e-217	2.265711158e-217	9.355686103e-217	9.643886671e-217
	9.191037905e-217	9.492412935e-217	9.423740901e-217	9.261458599e-217	9.555921251e-217
	5.147825201e-217	1.310296107e-217	2.19392177e-217	1.167325022e-217	2.56270459e-217
	5.454714922e-218	7.705167611e-218	2.710679125e-217	3.078973336e-217	3.221359792e-217
	3.317665473e-217	4.197617356e-217	5.223657109e-217	7.180523308e-217	1.631024609e-217
	2.314360622e-218	4.539187751e-218	6.050250495e-218	8.878545466e-218	9.952771441e-218
	9.91576092e-218	2.251362371e-218	2.862496336e-217	2.046457575e-217	5.021263591e-218
	6.398785911e-218	1.002427498e-217	1.138496184e-250	7.414749906e-217	9.708596603e-217
	7.701173223e-217	7.2591101e-217	7.558259391e-217	7.489024122e-217	7.330903341e-217
	7.62338908e-217	3.555769055e-217	3.477087319e-217	9.775040586e-217	1.812535758e-218
	7.414500672e-218	5.263330088e-218	1.653441949e-217	-4.500036091e-220	2.347206825e-218
	1.680057458e-217	1.747549712e-217	1.671800153e-217	2.434134435e-217	3.614812878e-217
	5.314272933e-217	3.128262796e-219	-1.806055783e-219	1.890767173e-219	3.612485552e-219
	3.267719291e-218	1.199625289e-218	4.05086542e-219	8.963367496e-218	9.361400392e-218
	-9.376090568e-220	-2.320833469e-220	-2.508045731e-251	5.535718817e-217	7.772805742e-217
	5.8122963e-217	5.398782377e-217	5.681153583e-217	5.611434178e-217	5.462398511e-217
	5.74551866e-217	2.145170346e-217	2.07654885e-217	9.835154496e-217	7.841161687e-217
	9.916943021e-217	1.023399285e-216	9.97983438e-217	1.004467826e-216	1.016718685e-216
	1.009781865e-216	9.94130607e-219	3.796394865e-219	7.791084684e-218	2.917934281e-218
	8.344859143e-218	4.042548909e-220	6.018878365e-220	1.244821882e-220	5.011366666e-218
	6.760796383e-218	1.321237868e-217	2.219891969e-217	3.686758046e-217	7.971555504e-220
	-5.219429578e-220	-1.538981305e-219	-1.860460649e-220	1.554639801e-218	3.776937001e-218
	1.611066479e-219	-4.393020344e-252	3.812930406e-217	5.891993984e-217	4.101668853e-217
	4.154122286e-217	3.894277649e-217	3.973281989e-217	3.753836429e-217	4.03139549e-217
	1.136671181e-217	1.110031129e-217	7.902559932e-217	7.97173037e-217	5.96712963e-217
	8.365227352e-217	8.292504517e-217	1.030643132e-216	8.04379283e-217	8.113269522e-217
	8.229324093e-217	8.165731557e-217	4.407692102e-220	2.346202225e-219	5.007446743e-220
	1.520092183e-220	1.517125708e-218	1.4031569e-220	3.429158748e-220	-3.559439219e-221
	1.224665407e-218	8.546601294e-219	3.22722915e-218	1.190577582e-217	2.277065397e-217
	4.341795661e-220	3.642364548e-220	5.439081535e-219	-1.22747476e-220	-4.968841162e-252
	2.442471796e-217	2.390149776e-217	4.219377632e-217	2.614253022e-217	2.686437982e-217
	2.513581546e-217	2.333499896e-217	2.567056585e-217	4.889330866e-218	6.094001125e-217
	6.023486693e-217	6.149735036e-217	6.471263528e-217	1.03540879e-216	8.417734616e-217
	6.3977567e-217	6.215423078e-217	6.338527874e-217	6.276461444e-217	2.136371041e-220
	1.089158112e-216	1.066617926e-216	1.042568212e-216	1.05442356e-216	1.077657356e-216
	1.072028207e-216	1.04828778e-216	1.598182505e-221	1.059500241e-216	2.746647519e-217
	1.082339512e-216	6.5237174e-217	1.159826973e-219	2.265775746e-220	3.39064826e-220
	-3.80241449e-221	1.225225072e-220	5.530240344e-221	1.946222981e-220	1.165740041e-220
	-7.198683164e-220	2.579898811e-219	1.524745129e-218	5.363635761e-218	1.221737766e-217
	-2.003276279e-220	-2.208575866e-220	8.555607383e-221	4.584459856e-254	1.404959202e-217
	1.357669583e-217	1.319033203e-217	4.28158423e-217	1.53413042e-217	1.493615053e-217
	1.573644454e-217	1.284854839e-217	1.443870653e-217	1.656322882e-218	4.334820168e-217
	4.409142718e-217	4.708998893e-217	8.477622001e-217	6.585231599e-217	4.638907211e-217
	4.479211821e-217	4.585280041e-217	4.530798311e-217	-1.868292018e-220	-1.375008764e-220
	8.944108585e-217	1.094360869e-216	8.719372457e-217	8.544736456e-217	8.61177315e-217
	8.782255386e-217	8.842391318e-217	-1.068459311e-221	8.660069566e-217	2.792505408e-217
	8.887119669e-217	4.825388818e-217	4.759847739e-217	-2.529512457e-220	4.865784653e-220
	1.031495446e-220	8.14015659e-219	1.099818443e-216	3.598221104e-220	1.420121407e-220
	-6.827532978e-222	9.721011356e-221	4.039270947e-221	-2.472252455e-221	-8.410601123e-221
	4.811149206e-220	2.190849335e-219	5.772594999e-218	1.94031733e-218	1.286742444e-220
	1.243415957e-220	6.04564263e-221	1.224846884e-253	-8.057925184e-221	8.394004534e-218
	6.556385742e-218	6.057270784e-218	2.841768523e-217	7.240601022e-218	7.504075946e-218
	1.622482147e-217	8.004863549e-218	3.313606919e-219	3.863845589e-219	2.897663073e-217
	2.959132095e-217	3.167453516e-217	6.643706191e-217	4.875135103e-217	3.104957621e-217
